"dialogue_num","narrative_num","clause_num","label","text"
"arg5","2","13","Action","He challenges the cultural definition with the example of a 65 and 68 year old getting married."
"arg5","2","14","Evaluation","He finds it unfair "
"arg5","2","15","Evaluation","that a group of people are being excluded from an institution on which they pose no threat to those who are enjoying the status quo."
"arg5","3","0","Action","S1 argues "
"arg5","3","1","Evaluation","that the cultural meaning of marriage is a formalization of a mating pair, who create and support a family unit."
"arg5","3","2","Action","They believe "
"arg5","3","3","Evaluation","that in order for homosexuals to be included, the definition and cultural meaning of marriage would have to change to accommodate it."
"arg5","3","4","Action","They argue "
"arg5","3","5","Evaluation","that the most dominant cultural view on marriage is based upon evolutionary sound logic, "
"arg5","3","6","Evaluation","that a monogamous pair of individuals will reproduce."
"arg5","3","7","Action","This person does not believe "
"arg5","3","8","Evaluation","that the argument stands on equality "
"arg5","3","9","Evaluation","because they do not believe that equality factors into the evolutionary view of marriage."
"arg5","3","10","Action","S2 argues against the idea "
"arg5","3","11","Evaluation","that there is a set, evolutionary definition of marriage "
"arg5","3","12","Action","and uses the example "
"arg5","3","13","Orientation","that people well over the age of reproduction are not only legally capable of getting married, but also suffer no special stigma for doing so."
"arg5","3","14","Evaluation","They believe what defines marriage is love between two people who desire a commitment between themselves."
"arg5","3","15","Action","They argue "
"arg5","3","16","Evaluation","that many do not share S1's definition of marriage "
"arg5","3","17","Evaluation","and that it's an issue of personal belief rather than culture."
"arg5","4","0","Action","S1 states "
"arg5","4","1","Orientation","that the legal definition of marriage is a contract between a man and a woman, who are not related, with no regard to love, or the intention of reproduction."
"arg5","4","2","Action","S1 maintains, from the basis of observation, "
"arg5","4","3","Evaluation","that the cultural definition of marriage is a formalization of a mating pair, love and the intension to reproduce being implied."
"arg5","4","4","Action","Saying that homosexual couples are not a part of either definition, "
"arg5","4","5","Evaluation","and that being included in the current definition is a catch-22, as homosexuality is not in sync with evolution."
"arg5","4","6","Action","S1 further states that the only connection between, mating couples and marriage, are cultural."
"arg5","4","7","Action","S2 defines marriage as a commitment between two people who love one another."
"arg5","4","8","Action","Using a hypothetical marriage between a 65 year old woman and a 68 year old man as an example, argues "
"arg5","4","9","Evaluation","that reproduction has no bearing on the definition of marriage, "
"arg5","4","10","Evaluation","and that without a harm involved, equality of rights is what is important."
"arg5","4","11","Action","S2 believes "
"arg5","4","12","Evaluation","that personal opinions are subjective and should not be used as the basis to limit the rights of the minority. "
